HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.citycountry_7567_wsj1529_1,Answer.citycountry_7567_wsj1529_2,Answer.citycountry_7567_wsj1529_3,Answer.citycountry_7567_wsj1529_4,Answer.citycountry_7567_wsj1529_5,Answer.citycountry_7567_wsj1529_6,Answer.citycountry_7567_wsj1529_7,Answer.citycountry_7567_wsj1529_8,Answer.citycountry_7567_wsj1529_9,Answer.citycountry_8910_wsj1846_1,Answer.citycountry_8910_wsj1846_2,Answer.citycountry_8910_wsj1846_3,Answer.citycountry_8910_wsj1846_4,Answer.citycountry_8910_wsj1846_5,Answer.citycountry_8910_wsj1846_6,Answer.citycountry_8910_wsj1846_7,Answer.citycountry_8910_wsj1846_8,Answer.citycountry_8910_wsj1846_9,Answer.gender.female,Answer.gender.male,Answer.gender.other,Answer.human_12495_wsj2436_1,Answer.human_12495_wsj2436_2,Answer.human_12495_wsj2436_3,Answer.human_12495_wsj2436_4,Answer.human_12495_wsj2436_5,Answer.human_12495_wsj2436_6,Answer.human_12495_wsj2436_7,Answer.human_3364_wsj1163_1,Answer.human_3364_wsj1163_2,Answer.human_3364_wsj1163_3,Answer.human_3364_wsj1163_4,Answer.human_3364_wsj1163_5,Answer.human_3364_wsj1163_6,Answer.human_3364_wsj1163_7,Answer.human_3364_wsj1163_8,Answer.human_5563_wsj1367_1,Answer.human_5563_wsj1367_10,Answer.human_5563_wsj1367_2,Answer.human_5563_wsj1367_3,Answer.human_5563_wsj1367_4,Answer.human_5563_wsj1367_5,Answer.human_5563_wsj1367_6,Answer.human_5563_wsj1367_7,Answer.human_5563_wsj1367_8,Answer.human_5563_wsj1367_9,Answer.human_8019_wsj1567_1,Answer.human_8019_wsj1567_2,Answer.human_8019_wsj1567_3,Answer.human_8019_wsj1567_4,Answer.human_8019_wsj1567_5,Answer.human_8019_wsj1567_6,Answer.human_8019_wsj1567_7,Answer.human_8019_wsj1567_8,Answer.lng.Intermediate,Answer.lng.basic,Answer.lng.fluent,Answer.lng.native_speaker,Answer.org_11186_wsj2394_1,Answer.org_11186_wsj2394_2,Answer.org_11186_wsj2394_3,Answer.org_11186_wsj2394_4,Answer.org_11186_wsj2394_5,Answer.org_11186_wsj2394_6,Answer.org_11186_wsj2394_7,Answer.org_11186_wsj2394_8,Answer.org_11186_wsj2394_9,Answer.org_2293_wsj1078_1,Answer.org_2293_wsj1078_2,Answer.org_2293_wsj1078_3,Answer.org_2293_wsj1078_4,Answer.org_2293_wsj1078_5,Answer.org_2293_wsj1078_6,Answer.org_2293_wsj1078_7,Answer.org_2293_wsj1078_8,Answer.other_5616_wsj1373_2,Answer.other_5616_wsj1373_3,Answer.other_5616_wsj1373_4,Answer.other_5616_wsj1373_5,Answer.other_5616_wsj1373_6,Answer.other_5616_wsj1373_7,Answer.other_5616_wsj1373_8,Answer.other_5616_wsj1373_9,Answer.other_8500_wsj1587_1,Answer.other_8500_wsj1587_2,Answer.other_8500_wsj1587_3,Answer.other_8500_wsj1587_4,Answer.other_8500_wsj1587_5,Answer.other_8500_wsj1587_6,Answer.other_8500_wsj1587_7,Answer.other_8500_wsj1587_8,Answer.test_1,Approve,Reject
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,30JNVC0OR9KT1RHH3EPOTIOLWRRHQD,list4-1,Submitted,Wed Jun 09 09:10:49 PDT 2021,Wed Jun 09 09:32:13 PDT 2021,Sun Jun 13 09:32:13 PDT 2021,NA,NA,NA,1284,0% (0/0),0% (0/0),0% (0/0),30,Mexico,its,Mexico,Mexico,its,Mexico,it,Mexico,its,Turkey,Turkey,its,Turkey,its,Turkey,its,it,it,TRUE,FALSE,FALSE,Roger Rosenblatt,Mr. Rosenblatt,he,his,Roger Rosenblatt,his,Roger Rosenblatt,Anne Bogart,She,her,Ms. Bogart,her,her,her,Anne Bogart,Anne Volokh,Her,her,Ms. Volokh,she,Anne Volokh,she,she,Ms. Volokh,Anne Volokh,James Schwartz,his,him,Mr. Schwarz,He,he,James Schwatrz,his,FALSE,FALSE,FALSE,TRUE,Avic Inc.,it,Avis,it,Avic Inc.,Avis Inc.,Avis,Avis,Avis,SAAB,its,SAAB,SAAB,SAAB,its,SAAB,it,computer chips,them,Computer chips,their,computer chips,them,computer chips,computer chips,Hepatitis,it,Hepatitis,it,Hepatitis,Hepatitis,Hepatitis,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,33OOO72IVHLFCZYTYQ5INW2S36CTCL,list4-2,Submitted,Wed Jun 09 08:21:10 PDT 2021,Wed Jun 09 08:55:40 PDT 2021,Sun Jun 13 08:55:40 PDT 2021,NA,NA,NA,2070,0% (0/0),0% (0/0),0% (0/0),35,Mexico,its,Mexico,Mexico's,its,Mexico,it,Mexico,its,Turkey,Turkey,its,Turkey,its,Turkey,its,it,the country,FALSE,TRUE,FALSE,Roger Rosebnlatt,Mr. Rosenblatt,he,his,Roger,Mr. Rosenblatt's,Mr. Rosenblatt,Anne Bogart,She,Ms. Bogart's,This director,her,her,her,Ms. Bogart,Anne Volokh,her,her,Anne,she,Anne,she,she,Anne,Anne,James Schwartz,his,him,Mr. Schwartz,He,he,Mr. Schwartz,his,FALSE,FALSE,FALSE,TRUE,Avis Inc,it,Avis,it,the company,Avis Inc's,the company,Avis,Avis's,Saab-Scania,its,this company,SAAB,SAAB,its,SAAB,it,computer chips,computer chips,They,their,computer chips,them,computer chips,these,hepatitis,this viral infection,hepatitis,the infection,it,hepatitis,the viral infection,hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,33SA9F9TRXUM1EM1PMGO049USB5WE3,list4-3,Submitted,Wed Jun 09 05:57:17 PDT 2021,Wed Jun 09 06:10:53 PDT 2021,Sun Jun 13 06:10:53 PDT 2021,NA,NA,NA,816,0% (0/0),0% (0/0),0% (0/0),46,it,wich,bore,like,more,views,are,its,better,likeable,one,very use,like it,so,we,are,much,it,TRUE,FALSE,FALSE,roger rosenblatt,u.s. news & world report,much,better,likeable,one,so,anne bogart,she,very use,nice one,her,like,she,better,anne volokh,much better,publisher,can,she,better,much,likeable,one of the,her,james schwartz,his,financial,englewood,colorado,he,must,much like it,FALSE,FALSE,FALSE,TRUE,avis inc,some,news,better,good one,of the,better,likeable,much better,very likeable,better,like,very use,nice,it,better,its,go to,much product,them,like it,they,was,much,like it,it,good,better,nice,but,better,likeable,its,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,345LHZDEDXS6ZCHZ52KRZPK0G6P3U5,list4-4,Submitted,Wed Jun 09 08:10:46 PDT 2021,Wed Jun 09 08:27:16 PDT 2021,Sun Jun 13 08:27:16 PDT 2021,NA,NA,NA,990,0% (0/0),0% (0/0),0% (0/0),28,Mexico,it's,Mexico,Mexico,it,Mexico,Mexico,Mexico,it,Turkey,it,it's,Turkey,it,Turkey,it's,them,them,FALSE,TRUE,FALSE,Roger Rosenblatt,Rosenblatt,he,his,Rosenblatt,his,he,Anne Bogart,She,her,Bogart,her,her,her,Bogart,Anne Volokh,Her,her,Volokh,she,her,Volokh,she,she,Volokh,James Schwartz,he,his,Schwartz,He,he,Schwartz,his,FALSE,FALSE,FALSE,TRUE,Avis Inc.,it,Avis Inc.,they,it,Avis Inc.,Avis Inc.,Avis Inc.,it's,Saab-Scania,it's,Saab-Scania,Saab,them,their,Saab,they,computer chips,computer chips,They,their,chips,computer chips,computer chips,they,Hepatitis,it,Hepatitis,it,Hepatitis,Hepatitis,Hepatitis,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,34YB12FSQYOOGGOERF0PR9SF7PGMGT,list4-5,Submitted,Wed Jun 09 06:42:07 PDT 2021,Wed Jun 09 07:21:56 PDT 2021,Sun Jun 13 07:21:56 PDT 2021,NA,NA,NA,2389,0% (0/0),0% (0/0),0% (0/0),24,spanish,the,good,be,from,may,are,it,the,that,they,the,it,the,they,the,to,from,TRUE,FALSE,FALSE,Roger,Roger,that,the,that,the,it,that,Anne,artist,she,that,director,the,she,she,the,her,it,but,the,she,but,it,it,he,his,hime,the memories,james,he,this,me,FALSE,FALSE,FALSE,TRUE,Avis,it,Avis,that,it,the,the,it,the,that,Saab,company,it,company,new,the,has,the ceramic circuits,one,to another pass,for,coming,by,they,they,Hepatitis,cure,Hepatitis,disease,Hepatitis,Hepatitis,Hepatitis,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,37W3JXSD668K7J3SPNSI771AANYYW8,list4-6,Submitted,Wed Jun 09 08:51:45 PDT 2021,Wed Jun 09 09:29:27 PDT 2021,Sun Jun 13 09:29:27 PDT 2021,NA,NA,NA,2262,0% (0/0),0% (0/0),0% (0/0),NA,Mexico,its,Mexico,its,it,Mexico,it,it,it,Turkey,it,its,Turkey,it,Turkey,its,it,it,FALSE,FALSE,FALSE,Roger Rosenblatt,Roger,He,His,Roger,His,Roger,Anne Bogart,She,Her,Anne,her,her,her,She,Anne Volokh,her,Her,She,Anne,She,Anne,She,Anne,she,James Schwarz,His,him,James,He,He,James,his,FALSE,FALSE,FALSE,FALSE,Avis Inc.,its,Avis,it,it,its,Avis inc.,Avis Inc,its,Saab-Scania,its,Saab-Scania,Saab-Scania,Saab-Scania,its,Saab-Scania,it,Ceramic computer Chips,them,Ceramic computer Chips,their,Them,They,Ceramic computer Chips,They,Hepatitis,Hepatitis,Hepatitis,it,Hepatitis,Hepatitis,Hepatitis,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,38F5OAUN5NCJV9C27FGITR7QR1AH7Q,list4-7,Submitted,Wed Jun 09 09:56:43 PDT 2021,Wed Jun 09 10:20:57 PDT 2021,Sun Jun 13 10:20:57 PDT 2021,NA,NA,NA,1454,0% (0/0),0% (0/0),0% (0/0),45,Mexico,its,the country,Mexico's,its,Mexico,the country,Mexico,its,Turkey,Turkey,its,Turkey,its,Turks,its,Turkey,Turks,FALSE,TRUE,FALSE,Roger Rosenblatt,He,he,his,Rosenblatt,his,Rosenblatt,Anne Bogart,The director,her,Anne,her,her,Anne's,Ms. Bogart,Anne Volokh,Her,her,she,Volokh,she,Anne,she,she,Anne,he,his,him,James Schwartz,He,he,James,his,FALSE,FALSE,FALSE,TRUE,Avis Inc.,it,Avis,it,it,Avis',the rental company,Avis,Avis',Saab-Scania,its,Saab-Scania,Saab-Scania,the Swedish auto and aerospace company,its,Saab-Scania,it,ceramic computer chips,their circuits,They,electronic,chips,ceramic circuits,these chips,they,viral infections,Hepatitis,Hepatitis,the infection,Hepatitis,Hepatitis,the disease,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,3B4YI393V9WU4GAA6CQSSWAONRBSSI,list4-8,Submitted,Wed Jun 09 10:04:11 PDT 2021,Wed Jun 09 10:34:50 PDT 2021,Sun Jun 13 10:34:50 PDT 2021,NA,NA,NA,1839,100% (1/1),100% (1/1),0% (0/0),41,Mexico,Mexico's,it,its,its,Mexico,it,Mexico,its,Turkey,it,its,Turkey,its,it,its,it,it,FALSE,TRUE,FALSE,Roger Rosenblatt,Roger Rosenblatt,he,his,Roger Rosenblatt,his,Roger Rosenblatt,Anne Bogart,She,her,Anne Bogart,her,her,her,She,Anne Volokh,her,her,Anne Volokh,she,Anne Volokh,she,she,Anne Volokh,Anne Volokh,James Schwartz,his,him,James Schwartz,He,he,he,his,FALSE,FALSE,FALSE,TRUE,Avis Inc.,it,Avis,it,it,its,Avis,Avis,its,Saab-Scania,its,Saab-Scania,Saab-Scania,Saab-Scania,its,Saab-Scania,it,computer chips,them,they,their,computer chips,them,they,they,Hepatitis,it,Hepatitis,it,Hepatitis,Hepatitis,Hepatitis,Hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,3CP1TO84PT10TFV101YE83NSBBQ528,list4-9,Submitted,Wed Jun 09 07:02:49 PDT 2021,Wed Jun 09 07:47:08 PDT 2021,Sun Jun 13 07:47:08 PDT 2021,NA,NA,NA,2659,0% (0/0),0% (0/0),0% (0/0),35,Mexico,north america,it,its,itsit,it,its,It,its,it,it,its,He,it,its,its,him,its,FALSE,TRUE,FALSE,Roger Rosenblatt,He,his,his,him,his,him,Anne Bogart,She,her,she,her,her,her,she,Anne Volokh,Her,her,she,she,her,She,it,she,her,James Schwartz,His,him,them,He,He,he,money,FALSE,FALSE,FALSE,TRUE,Avis Inc,it,He,its,He,its,it,he,its,Saab scania,its,it,it,it,its,it,it,Computer chips,them,computer circuits,their,them,that,they,they,it,its,it,it,its,its,it,hepatitis,its,NA,NA
3I01FDIL6M8SB8C0P5AVHVGSHZGD2X,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 05:54:05 PDT 2021,20,BatchId:4470800;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 05:54:05 PDT 2021,NA,NA,3DEL4X4EL6LZWJ8IZSO49QFHJQRXYP,list4-10,Submitted,Wed Jun 09 09:39:29 PDT 2021,Wed Jun 09 10:03:08 PDT 2021,Sun Jun 13 10:03:08 PDT 2021,NA,NA,NA,1419,0% (0/0),0% (0/0),0% (0/0),37,Mexico,its,the country,Mexico's,its,Mexico,the country,Mexico,its,Turkey,the country,Turkish,Turkey,its,Turkey,its,the country,them,FALSE,TRUE,FALSE,Roger Rosenblatt,Mr. Rosenblatt,he,his,Rosenblatt,his,Rosenblatt,Anne Bogart,Ms. Bogart,the director's,She,her,her,Anne Bogart,Bogart,Anne Volokh,Her,her,Anne,she,Ms. Volokh,she,she,Anne,Anne Volokh,James Schwartz,his,him,Schwartz,James,he,Mr. Schwartz,his,FALSE,FALSE,FALSE,TRUE,Avis Inc.,it,The company,it,Avis,the company's,Avis,Avis,Avis,Saab-Scania,its,the company,Saab,Saab-Scania,the company's,Saab-Scania,the company,computer chips,computer chips,They,their,chips,computer chips,computer chips,they,hepatitis,the disease,hepatitis,the infection,the disease,hepatitis,hepatitis,hepatitis,its,NA,NA
