HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.citycountry_10328_wsj2363_1,Answer.citycountry_10328_wsj2363_2,Answer.citycountry_10328_wsj2363_3,Answer.citycountry_10328_wsj2363_4,Answer.citycountry_10328_wsj2363_5,Answer.citycountry_10328_wsj2363_6,Answer.citycountry_10328_wsj2363_7,Answer.citycountry_10328_wsj2363_8,Answer.citycountry_10328_wsj2363_9,Answer.citycountry_9432_wsj2136_1,Answer.citycountry_9432_wsj2136_2,Answer.citycountry_9432_wsj2136_3,Answer.citycountry_9432_wsj2136_4,Answer.citycountry_9432_wsj2136_5,Answer.citycountry_9432_wsj2136_6,Answer.citycountry_9432_wsj2136_7,Answer.gender.female,Answer.gender.male,Answer.gender.other,Answer.human_1670_wsj1017_1,Answer.human_1670_wsj1017_2,Answer.human_1670_wsj1017_3,Answer.human_1670_wsj1017_4,Answer.human_1670_wsj1017_5,Answer.human_1670_wsj1017_6,Answer.human_1670_wsj1017_7,Answer.human_3922_wsj1246_1,Answer.human_3922_wsj1246_3,Answer.human_3922_wsj1246_4,Answer.human_3922_wsj1246_5,Answer.human_3922_wsj1246_6,Answer.human_3922_wsj1246_7,Answer.human_3922_wsj1246_8,Answer.human_4932_wsj1317_1,Answer.human_4932_wsj1317_10,Answer.human_4932_wsj1317_2,Answer.human_4932_wsj1317_3,Answer.human_4932_wsj1317_4,Answer.human_4932_wsj1317_5,Answer.human_4932_wsj1317_6,Answer.human_4932_wsj1317_7,Answer.human_4932_wsj1317_8,Answer.human_4932_wsj1317_9,Answer.human_6062_wsj1397_1,Answer.human_6062_wsj1397_2,Answer.human_6062_wsj1397_3,Answer.human_6062_wsj1397_4,Answer.human_6062_wsj1397_5,Answer.human_6062_wsj1397_6,Answer.human_6062_wsj1397_7,Answer.human_6062_wsj1397_8,Answer.lng.Intermediate,Answer.lng.basic,Answer.lng.fluent,Answer.lng.native_speaker,Answer.org_3053_wsj1145_1,Answer.org_3053_wsj1145_2,Answer.org_3053_wsj1145_3,Answer.org_3053_wsj1145_4,Answer.org_3053_wsj1145_5,Answer.org_3053_wsj1145_6,Answer.org_3053_wsj1145_7,Answer.org_3053_wsj1145_8,Answer.org_5431_wsj1362_1,Answer.org_5431_wsj1362_10,Answer.org_5431_wsj1362_2,Answer.org_5431_wsj1362_3,Answer.org_5431_wsj1362_4,Answer.org_5431_wsj1362_5,Answer.org_5431_wsj1362_6,Answer.org_5431_wsj1362_7,Answer.org_5431_wsj1362_8,Answer.org_5431_wsj1362_9,Answer.other_12559_wsj2440_1,Answer.other_12559_wsj2440_2,Answer.other_12559_wsj2440_3,Answer.other_12559_wsj2440_4,Answer.other_12559_wsj2440_5,Answer.other_12559_wsj2440_6,Answer.other_12559_wsj2440_7,Answer.other_2457_wsj1102_1,Answer.other_2457_wsj1102_10,Answer.other_2457_wsj1102_2,Answer.other_2457_wsj1102_3,Answer.other_2457_wsj1102_4,Answer.other_2457_wsj1102_5,Answer.other_2457_wsj1102_6,Answer.other_2457_wsj1102_7,Answer.other_2457_wsj1102_8,Answer.other_2457_wsj1102_9,Answer.test_1,Approve,Reject
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,30H4UDGLT2IUTTHDUYQCLI678CNPMC,list1-1,Submitted,Tue Jun 08 16:19:08 PDT 2021,Tue Jun 08 17:01:19 PDT 2021,Fri Jun 11 17:01:19 PDT 2021,NA,NA,NA,2531,0% (0/0),0% (0/0),0% (0/0),37,Canadaian,Canada is the,the Canadian,Canada,Canada,Canada's,the North American country,Canada's,its,Venice,it,the city,Venice,it,Venice's,Venice,TRUE,FALSE,FALSE,George W. Bush,him,Bush,he,President Bush,the president,him,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,the doctors,that they,they,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,their,the scientists,Kenneth Roman,he,he,Roman,he,He,Roman's,his,Roman,Kenneth Roman,Nick Mancuso,him,Nick Mancuso,he,Mancuso,Nick,the character,his,FALSE,FALSE,FALSE,TRUE,Public Service Co.,the firm,Public Service Co.,its,the company,Public Service Co.,it's,the company,Detrex Corp.,it,it,its,Detrex Corp.,it,The company,The corporation,its,Detrex Corp.,the Talking Chip,the Talking Chip,it,its,The Talking Chip,this chip,the Talking Chip's technology,The United States Dollar,it,the currency,dollars,USD,the US Dollar,USD,the dollar,it,the dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,32KTQ2V7RDF91616D9UFZS6S3869M2,list1-2,Submitted,Tue Jun 08 15:35:56 PDT 2021,Tue Jun 08 16:10:53 PDT 2021,Fri Jun 11 16:10:53 PDT 2021,NA,NA,NA,2097,0% (0/0),0% (0/0),0% (0/0),42,Canada's,its,Canada's,Canada,it,Its,Canada,its,its,Venice,it,Venice,Venice,it,Venice,Venice,TRUE,FALSE,FALSE,the President's,George W. Bush,the President,President Bush,he,the President,President Bush,They,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,they,they,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,their,they,Kenneth Roman,he,he,Kenneth Roman,he,He,his,his,Kenneth,him,Nick,Him,Nick Mancuso,he,Nick,him,Nick,his,FALSE,FALSE,FALSE,TRUE,Public Service Co.,it,Public Service Co.,its,Public Service Co.,It,its,Public Service Co.,Detrex Corp.,it,it,its,Detrex Corp.,it,It,Detrex Corp.,its,Detrex Corp.,The Talking Chip,The Talking Chip,it,its,The Talking Chip,it,The Talking Chip,The US dollar,it,it,it,the US dollar,it,The US Dollar,The US dollar,it,it,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,33LKR6A5KEKVPWOVITGY60J1Z4J1TR,list1-3,Submitted,Tue Jun 08 16:17:45 PDT 2021,Tue Jun 08 16:49:40 PDT 2021,Fri Jun 11 16:49:40 PDT 2021,NA,NA,NA,1915,100% (1/1),100% (1/1),0% (0/0),58,canada,its,natural,resources,its,canada,it,its,it,its,N.Y,famous,Dun & Bradstreet Corp,it,its,association,TRUE,FALSE,FALSE,George W. Bush,victims,him,he,his,he,him,Dr Shin Yonehara,they,their,they,Dr Nobuyuku Kobayashi,its,they,Kenneth Roman,WPP,Ogilvy group,he,him,it,the,his,him,he,Nick Mancuso,series,he,the,its,its,FBI,he,FALSE,FALSE,FALSE,TRUE,Public Service Co.,public serivce,its,its,its,public service,its,its,Detrex Corp,its,chemicals,its,Detrex Corp,its,it,it,its,chemicals,its,The Talking Chip,it,its,The Talking Chip,its,Texas,The United States Dollar,it,it,its,UAL,its,it,its,it,it,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,35BLDD71I6X7XKDSVZP5ZCRY946ZVO,list1-4,Submitted,Tue Jun 08 16:13:17 PDT 2021,Tue Jun 08 16:34:24 PDT 2021,Fri Jun 11 16:34:24 PDT 2021,NA,NA,NA,1267,100% (1/1),100% (1/1),0% (0/0),62,Canada's,Canada's,Canada's,Canada,Canada,Canadian,Canada,Canada's,their,Venice,the city,the city,Venice,the city,Venetian,Venice,FALSE,TRUE,FALSE,Presdent Bush's,the President,the President,Bush,he,the President,President Bush,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,the two scientists,they,they,the two scientists,their,they,CEO Kenneth Roman,he,he,Mr. Roman,he,Roan,Roman's,his,Roman,him,Nick Mancuso,him,Nick Mancuso,he,Mancuso,agent Mancuso,Nick,his,FALSE,FALSE,FALSE,TRUE,Public Service Co.,the company,the company,Public Service Co.,the company,Public Service Co.,it,Public Service Co.,Detrex Corp.,it,it,its,Detrex,it,The company,Detrex,its,the company,The Talking Chip,The Talking Chip,it,its,The Talking Chip,it,The Talking Chip,The United States Dollar,the dollar,the dollar,dollars,the dollar,US dollars,the dollar,the dollar,it,the US Dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,39LNWE0K4UWLPFZIQ5RE3VMPZKVUIX,list1-5,Submitted,Tue Jun 08 16:49:05 PDT 2021,Tue Jun 08 17:15:44 PDT 2021,Fri Jun 11 17:15:44 PDT 2021,NA,NA,NA,1599,0% (0/0),0% (0/0),0% (0/0),33,Canadian,Canada's,Canada's,Canada,Canada,The country's,Canada,Canada's,its,Venice,it,the city,Venice,it,city's,Venice,TRUE,FALSE,FALSE,President Bush's,Mr. Bush,the President,George Bush,he,Mr. Bush,President Bush,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,the scientists,they,they,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,their,they,Kenneth Roman,he,he,He,he,Mr. Roman,Roman's,Roman's,he,Roman,Nick Mancuso,Mancuso,the FBI agent,Mancuso,he,Nick,Mancuso,his,FALSE,FALSE,FALSE,TRUE,Public Service Co.,it,Public Service Co.,Public Service,Public Service Co.,It,-,the company,Detrex Corp.,it,it,its,Detrex,it,The company,It,its,Detrex,The Talking Chip,The Talking Chip,it,its,The Talking Chip,it,the product,The United States Dollar,the Dollar,the Dollar,the Dollar,it,it,The United States Dollar,the Dollar,it,the Dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,39ZSFO5CA8WHKQJO8NCEFW1PCZKUJ9,list1-6,Submitted,Tue Jun 08 15:27:43 PDT 2021,Tue Jun 08 16:08:22 PDT 2021,Fri Jun 11 16:08:22 PDT 2021,NA,NA,NA,2439,0% (0/0),0% (0/0),0% (0/0),31,its,Canada's,its,Canada,it,its,it,Canada's,its,Venice,it,it,it,it,Venice,Venice,TRUE,FALSE,FALSE,the president's,him,the president,George W. Bush,he,the president,him,They,they,they,they,the doctors,their,they,his,he,he,The former chairman,he,he,his,his,the former chairman,him,Nick Mancuso,him,him,he,the FBI Agent,Nick Mancuso,him,his,FALSE,FALSE,TRUE,FALSE,Public service Co.,it,it,its,Public Service Co.,it,it,it,Detrex Corp,it,it,its,The company,it,it,Detrex Corp,its,it,its,The Talking Chip,it,its,The Chip,it,it,The dollar,the dollar,it,it,the dollar,it,the dollar,it,it,it,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,3AAJC4I4FGSY6PDYEABMWOG4EHDZJH,list1-7,Submitted,Tue Jun 08 17:56:11 PDT 2021,Tue Jun 08 18:20:29 PDT 2021,Fri Jun 11 18:20:29 PDT 2021,NA,NA,NA,1458,0% (0/0),0% (0/0),0% (0/0),40,Canada's,Canada's,Canadian,it,Canada,Canada's,Canada,Canada's,its,Venice,it,Venice,it's,it,Venice,Venice,FALSE,TRUE,FALSE,George W. Bush's,Bush,the president,President Bush,the president,president Bush,president George W. Bush,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,the doctors,they,they,Yonehara,his,he,Kenneth Roman,he,he,Kenneth Roman,he,He,his,his,Mr. Roman,Kenneth Roman,Nick Mancuso,Nick,Nick Mancuso,Manusco,he,Loggia,Mancuso,his,FALSE,FALSE,FALSE,TRUE,Public Service Co,it,it,its,Public Service Co,It,it,the company,Detrex Corp.,it,it,its,Detrex Corp.,it,It,Detrex Corp.,its,Detrex Corp.,The Talking Chip,The Talking Chip,it,its,The Talking Chip,it,The Talking Chip,The United States Dollar,it,it,U.S. currency,the dollar,the U.S. Dollar,the dollar,it,it,The United States Dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,3CP1TO84PT10TFV101YE83NSB7625D,list1-8,Submitted,Tue Jun 08 16:32:37 PDT 2021,Tue Jun 08 16:55:08 PDT 2021,Fri Jun 11 16:55:08 PDT 2021,NA,NA,NA,1351,0% (0/0),0% (0/0),0% (0/0),25,of the,Canada's,The,Canada,it,Their,Canada,the,the,Italy,Venice,The city,Venice,It,Italian,Venice,FALSE,TRUE,FALSE,George W Bush',the veto,the veto,Bush,there are,The president,raise funds,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,they,that they,they,Dr Nobuyuku Kobayashi,their,Kobayashi,The company,he,Kenneth Roman,The Ogilvy Group,Kenneth Roman,Mr Freeman,his announcement,Ogilvy's,Mr roman,the parties,Nick Mancuso,our FBI Agent,Nick Mancuso,He,Agent Mancuso,the characters,Mancuso FBI,the,FALSE,FALSE,FALSE,TRUE,Public Service Co.,The company,Public Service Co,the,Public Service CO.,They,Overall,them,Detrex Corp,they had,it,it's,Dextrex Corp.,it,Though they,It,the,Dextrex Corp.,The Talking Chip,The Talking Chip,it,its,The advertisement,The Talking Chip,Its,The US Dollar,the Dollar,it,much,the dollar.,the dollar,its stability,down,the price,The US Dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,3DUZQ9U6SMOAW8RE07VX3JUVMP9VSI,list1-9,Submitted,Tue Jun 08 16:37:49 PDT 2021,Tue Jun 08 17:14:44 PDT 2021,Fri Jun 11 17:14:44 PDT 2021,NA,NA,NA,2215,0% (0/0),0% (0/0),0% (0/0),46,it's,Canada's,Canada's,Canada's,Canada,Canada,it,it's,it's,Venice,it,Venice,Venice,it,Venice,Venice,FALSE,TRUE,FALSE,George W. Bush,him,George W. Bush,George W. Bush,he,George W. Bush,him,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,they,they,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,their,they,Kenneth Roman,he,he,Mr Roman,his,He,his,his,Kenneth Roman,him,Nick Mancuso,Nick,Nick Mancuso,Nick,he,Nick Mancuso,him,his,FALSE,FALSE,FALSE,TRUE,Public Service Co.,Public Service Co.,Public Service Co.,it's,Public Service Co.,Public Service Co.,it,Public Service Co.,Detrex Corp,it,it,its,Detrex Corp,it,Detrex Corp,Detrex Corp,it,Detrex Corp,The Talking Chip,The Talking Chip,it,it's,The Talking Chip,The Talking Chip,The Talking Chip,The United States Dollar,The United States Dollar,it,it,The United States Dollar,The United States Dollar,The United States Dollar,The United States Dollar,it,The United States Dollar,its,NA,NA
3SBNLSTU6U5IHJFCECJ946QZ27NDZB,3XDD1E7DURZABFJSS6LCLFUZ4LU3P9,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Tue Jun 08 15:25:47 PDT 2021,20,BatchId:4470253;OriginalHitTemplateId:928390912;,2700,259200,Tue Jun 15 15:25:47 PDT 2021,NA,NA,3DYGAII7PL8LE8F5MRXT2RQCIDKPQZ,list1-10,Submitted,Tue Jun 08 15:51:51 PDT 2021,Tue Jun 08 16:31:08 PDT 2021,Fri Jun 11 16:31:08 PDT 2021,NA,NA,NA,2357,0% (0/0),0% (0/0),0% (0/0),33,Canada's,Canada's,Canadian,Canada,Canada,Canada,Canada,Canada's,its,Venice,Venice,Venice,It,it,Venice's,Venice,FALSE,TRUE,FALSE,George W. Bush's,him,him,he,he,Bush,him,Dr Shin Yonehara and Dr Nobuyuku Kobayashi,they,they,they,He,their,he,Kenneth Roman,he,he,He,he,He,his,his,he,Roman,Nick Mancuso,him,Nick Mancuso,he,he,Nick Mancuso,him,Mancuso's,TRUE,FALSE,FALSE,FALSE,Public Service Co.,it,Public Service Co.,its,Public Service Co.,It,its,it,Detrex Corp.,it,it,its,Detrex Corp.,it,Detrex Corp.,Detrex Corp.,its,Detrex Corp.,The Talking Chip,The Talking Chip,it,its,The Talking Chip,The Talking Chip,it,The United States Dollar,the USD,it,it,it,The United States Dollar,it,the USD,it,it,its,NA,NA
