HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.citycountry_1445_wsj0910_1,Answer.citycountry_1445_wsj0910_2,Answer.citycountry_1445_wsj0910_3,Answer.citycountry_1445_wsj0910_4,Answer.citycountry_1445_wsj0910_5,Answer.citycountry_1445_wsj0910_6,Answer.citycountry_1445_wsj0910_7,Answer.citycountry_1445_wsj0910_8,Answer.citycountry_3018_wsj1141_1,Answer.citycountry_3018_wsj1141_2,Answer.citycountry_3018_wsj1141_3,Answer.citycountry_3018_wsj1141_4,Answer.citycountry_3018_wsj1141_5,Answer.citycountry_3018_wsj1141_6,Answer.citycountry_3018_wsj1141_7,Answer.gender.female,Answer.gender.male,Answer.gender.other,Answer.human_1_wsj0020_1,Answer.human_1_wsj0020_2,Answer.human_1_wsj0020_3,Answer.human_1_wsj0020_4,Answer.human_1_wsj0020_5,Answer.human_1_wsj0020_6,Answer.human_1_wsj0020_7,Answer.human_1_wsj0020_8,Answer.human_1_wsj0020_9,Answer.human_5458_wsj1366_1,Answer.human_5458_wsj1366_2,Answer.human_5458_wsj1366_3,Answer.human_5458_wsj1366_4,Answer.human_5458_wsj1366_5,Answer.human_5458_wsj1366_6,Answer.human_5458_wsj1366_7,Answer.human_6039_wsj1396_1,Answer.human_6039_wsj1396_2,Answer.human_6039_wsj1396_3,Answer.human_6039_wsj1396_4,Answer.human_6039_wsj1396_5,Answer.human_6039_wsj1396_6,Answer.human_6039_wsj1396_7,Answer.human_6039_wsj1396_8,Answer.human_6039_wsj1396_9,Answer.human_6753_wsj1455_1,Answer.human_6753_wsj1455_10,Answer.human_6753_wsj1455_2,Answer.human_6753_wsj1455_3,Answer.human_6753_wsj1455_4,Answer.human_6753_wsj1455_5,Answer.human_6753_wsj1455_6,Answer.human_6753_wsj1455_7,Answer.human_6753_wsj1455_8,Answer.human_6753_wsj1455_9,Answer.lng.Intermediate,Answer.lng.basic,Answer.lng.fluent,Answer.lng.native_speaker,Answer.org_10098_wsj2353_1,Answer.org_10098_wsj2353_2,Answer.org_10098_wsj2353_3,Answer.org_10098_wsj2353_4,Answer.org_10098_wsj2353_5,Answer.org_10098_wsj2353_6,Answer.org_10098_wsj2353_7,Answer.org_4633_wsj1296_1,Answer.org_4633_wsj1296_10,Answer.org_4633_wsj1296_2,Answer.org_4633_wsj1296_3,Answer.org_4633_wsj1296_4,Answer.org_4633_wsj1296_5,Answer.org_4633_wsj1296_6,Answer.org_4633_wsj1296_7,Answer.org_4633_wsj1296_8,Answer.org_4633_wsj1296_9,Answer.other_3261_wsj1159_1,Answer.other_3261_wsj1159_2,Answer.other_3261_wsj1159_3,Answer.other_3261_wsj1159_4,Answer.other_3261_wsj1159_5,Answer.other_3261_wsj1159_6,Answer.other_3261_wsj1159_7,Answer.other_3261_wsj1159_8,Answer.other_5851_wsj1386_1,Answer.other_5851_wsj1386_2,Answer.other_5851_wsj1386_3,Answer.other_5851_wsj1386_4,Answer.other_5851_wsj1386_5,Answer.other_5851_wsj1386_6,Answer.other_5851_wsj1386_7,Answer.other_5851_wsj1386_8,Answer.test_1,Approve,Reject
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,30IQTZXKAK62ZOCXRKDVHYLX7C90XM,list5-1,Submitted,Wed Jun 09 07:16:28 PDT 2021,Wed Jun 09 07:43:16 PDT 2021,Sun Jun 13 07:43:16 PDT 2021,NA,NA,NA,1608,0% (0/0),0% (0/0),0% (0/0),35,The nation of Canada,its,Canada's government,Canada,the nation,Canadian,Canada,their nation,Israel,the Israeli state,Israel's,its,Israel,Israelis,Israel's,FALSE,TRUE,FALSE,US Trade Department spokesperson Carla Hills,Carla Hills,she,She,Carla Hills,she,Hills,Spokesperson Carla Hills,Hills,Senator Alan Cranston,his,Cranston,the Senator.,Mr. Cranston,Senator Cranston,his,District Judge Alcee Hastings,Hastings,his,The Hastings,Mr. Hastings,him,the Judge,Alcee Hastings,Hastings,William McDonough,his,Mr. McDonough,McDonough,William McDonough,his,he,his,McDonough,He,FALSE,FALSE,FALSE,TRUE,Valley Federal Savings & Loan Association,of the bank's,Valley Federal,they,Valley Federal,the bank,Valley Federal Savings & Loan Association,Drexel Burnham Lambert's,Drexel,its,its,Drexel,its,its,Drexel's,Drexel Burnham Lambert,it,new prosecution guidelines,These guidelines,They,the new guidelines,its newly issued guidance,The new Justice Department guidelines,these new procedures,the new guidelines,a new high-definition converter,conversion,the process,this converter,high-definition converter,These converters,its converter,the device,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,31Q0U3WYDPF8RYRO5QDX14RJAC017X,list5-2,Submitted,Wed Jun 09 09:16:43 PDT 2021,Wed Jun 09 09:56:51 PDT 2021,Sun Jun 13 09:56:51 PDT 2021,NA,NA,NA,2408,0% (0/0),0% (0/0),0% (0/0),33,Canada,large country,it,in North America,Canada,its,Canada,its,on the Middle East,Israel,Israel,its,it,Israel,its,TRUE,FALSE,FALSE,a spokesperson,Carla Hills,trade department,she,she,a spokesperson,she,Clara Hills,she,Alan Cranston,his,he,Alan Cranston,Senator Alan Cranston,him,his,Alcee Hastings,him,U.S. District judge,His,he,district judge,him,He,Alcee Hastings,William McDonough,his,He,He,him,his,William McDonough,38-year-old,He,He,FALSE,FALSE,FALSE,TRUE,valley Federeal,bank,bank,loan association,It,bank,Valley federal,a company,Drexel,its,its,Drexel,a company,its,its,Drexel Burnham Lambert Inc,a company,new guidelines,They,This article,new guidelines,this article,The Justice Department,their,the federal racketeering law,a converter,it,this article,a converter,converter,This converter,it,high-definition video,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,36WLNQG78ZAUDBOQUVKSDQW9IAUBE9,list5-3,Submitted,Wed Jun 09 06:26:04 PDT 2021,Wed Jun 09 07:07:56 PDT 2021,Sun Jun 13 07:07:56 PDT 2021,NA,NA,NA,2512,0% (0/0),0% (0/0),0% (0/0),39,Canada,it's,it,Canada,it,it's,Canada,them,in the Middle East,The small country,Israels,the Middle East,Israel,The Middle East,Its,TRUE,FALSE,FALSE,The Trade Department,"Carla Hills, spoke person",she,Hills,The Department,she,Hills,the Trade Department,Hills,Senator Cranston,his,Cranston,the Senator,Cranston,the Senator,other,Alcee Hastings,him,his,His,he,Judge Hastings,him,Hastings,him,William McConough,ecological,The architect,McDonough,McDonough,his,the architect,ecological,McDonough,McDonough,FALSE,FALSE,FALSE,FALSE,Valley Federal Savings & Loan Association,of it's,Valley Federal,it,The Savings & Loan,it,Valley Federal Savings & Loan Association,Drexel Burnham Lambert Inc's,the company,it's,the company's,Drexel,its,its,Drexel's,the company,Drexel,Federal Racketeering law,The new guidelines,The new guidelines,the new guidelines,the article,The new guidelines,the new guidelines,the new guidelines,a transforming converter,convention motion-picture,the converter,high-definition video,converter,high-definition video,high-definition video,the converter,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,36ZN444YTRYQCAFLUJF54PU0H3UIO5,list5-4,Submitted,Wed Jun 09 09:19:09 PDT 2021,Wed Jun 09 09:54:28 PDT 2021,Sun Jun 13 09:54:28 PDT 2021,NA,NA,NA,2119,0% (0/0),0% (0/0),0% (0/0),33,Canada,the,it,canada,it,Canadian,this,that,that,Israel,It's,its,it,Israel,the,TRUE,FALSE,FALSE,Carla Hills,She,are,She,She,the United States Trade Department,she,She,She,Alan Cranston,his,he,him,Rep Gonzalez,Charity,other,Alcee Hastings,him,a,The,he,the U.S. District Judge,him,The U.S. District Judge,him,William McDonough,his,He,William,him,his,he,the,He also,He,FALSE,FALSE,TRUE,FALSE,Valley Federal,of its,it,it is,The company,it,Valley Federal,Drexel,it,its,its,Drexel,the,its,a,Drexel,Drexel,the federal racketeering law,New guidelines,This,there,contrast,The law,it,the law,A converter,it,the converter,it,technology,There,the converter,to,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,37FMASSAYCR6TGQCQEAJY5U1A31IBP,list5-5,Submitted,Wed Jun 09 06:58:39 PDT 2021,Wed Jun 09 07:21:54 PDT 2021,Sun Jun 13 07:21:54 PDT 2021,NA,NA,NA,1395,0% (0/0),0% (0/0),0% (0/0),28,Canada,Canada,Canada,Canada,they,Canada,Canada,Canada,Israel,Israel,Israel's,their,Israel,Israel,Israel's,FALSE,TRUE,FALSE,Carla Hills,Hills,she,Hills,Hills,she,she,Hills,she,Senator Alan Cranston,his,Cranston,Cranston,Cranston,Lincoln,Cranston's,Alcee Hastings,her,her,Alcee Hastings,she,her,her,Alcee Hastings,her,William McDonough,architecturally,McDonough,McDonough,McDonough,ventillation,McDonough,ecology,McDonough,McDonough,FALSE,FALSE,FALSE,FALSE,Valley Federal,bank,Valley Federal,they,Valley Federal,it,Valley Federal,Drexel's,Drexel,it's,it's,Drexel,it's,their,the,Drexel,them,new guidelines,New guidelines,The guidelines,the guidelines,the guidelines,The guidelines,the guidelines,the guidelines,a converter,a converter,a converter,a converter,converter,Converter's,a converter,they,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,388U7OUMF71I2SQLIL73SGZ96XWR0T,list5-6,Submitted,Wed Jun 09 12:15:29 PDT 2021,Wed Jun 09 12:45:04 PDT 2021,Sun Jun 13 12:45:04 PDT 2021,NA,NA,NA,1775,100% (1/1),100% (1/1),0% (0/0),41,Canada,its,it,Canada,it,its,Canada,it,Israel,Israel,Israel's,its,Israel,it,Israel's,FALSE,TRUE,FALSE,Carla Hills,Carla Hills,she,She,She,Carla Hills,Carla Hills,Carla Hills,She,Alan Cranston,his,he,Alan Cranston,Alan Cranston,Alan Cranston,his,Alcee Hastings,him,his,Alcee Hastings,he,him,him,Alcee Hastings,him,William McDonough,his,He,William McDonough,William McDonough,his,he,his,William McDonough,William McDonough,FALSE,FALSE,FALSE,TRUE,Valley Federal Savings & Loan Association,Valley Federal,Valley Federal,it,Valley Federal,it,Valley Federal Savings & Loan Association,Drexel Burnham Lambert Inc.,Drexel,its,its,Drexel,its,its,its,it,Drexel,new guidelines,They,New guidelines,they,new guidelines,New guidelines,they,them,a converter,a converter,it,a converter,converter,Converters,it,it,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,3KJYX6QCM9BHX58ODDMJBI38QAGVJU,list5-7,Rejected,Wed Jun 09 07:13:21 PDT 2021,Wed Jun 09 07:21:48 PDT 2021,Sun Jun 13 07:21:48 PDT 2021,NA,Wed Jun 09 12:14:35 PDT 2021,Random responses were given.,507,0% (0/1),0% (0/1),0% (0/1),65,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,FALSE,TRUE,FALSE,I,I,I,I,I,I,I,I,I,I,II,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,FALSE,FALSE,FALSE,TRUE,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,3KMS4QQVK2QNCSSGVJHRUB0ZH5RKFT,list5-8,Submitted,Wed Jun 09 08:14:33 PDT 2021,Wed Jun 09 08:59:27 PDT 2021,Sun Jun 13 08:59:27 PDT 2021,NA,NA,NA,2694,0% (0/0),0% (0/0),0% (0/0),36,Canada,its,Canada,it,Canada,its,Canada,Canada,Israel,Israel,its,its,Israel,Israel,its,FALSE,TRUE,FALSE,Carla Hills,Carla Hills,she,Ms Hills,Carla Hills,she,she,Carla Hills,she,Alan Cranston,his,he,Alan Cranston,Alan Cranston,Alan Cranston,his,Alcee Hastings,him,his,his,Alcee Hastings,him,him,Alcee Hastings,Alcee Hastings,William McDonough,his,He,he,William McDonough,his,he,his,Mr McDonough,He,FALSE,FALSE,FALSE,TRUE,Valley Federal,its,Valley Federal,its,Valley Federal,it,Valley Federal,Drexel,it,its,its,Drexel,its,Drexels,its,Drexel,Drexel,New guidelines,New guidelines,New guidelines,New guidelines,New guidelines,They,they,New guidelines,A converter,A converter,it,it,it,Converters,it,it,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,3LEP4MGT3G0PL5AQY09878EOIYTBDG,list5-9,Submitted,Wed Jun 09 06:35:54 PDT 2021,Wed Jun 09 07:10:41 PDT 2021,Sun Jun 13 07:10:41 PDT 2021,NA,NA,NA,2087,0% (0/0),0% (0/0),0% (0/0),73,Canada,it's,it,Canada,it,it's,Canada,Canada,Israel,Israel,it's,it's,Israel,it,it's,FALSE,TRUE,FALSE,Carla Hills,She,where,She,Carla Hills,she,she,She,she,Senator Cranston,his,he,him,he,Senator Cranston,other,Alcee Hastings,him,his,Alcee Hastings,he,it,Alcee,Hastings,Hastings,William McDonough,his,He,he,William McDonough,his,McDonough,his,He,He,FALSE,FALSE,FALSE,TRUE,Valley Federal,new,it,it's,Valley Federal,it,Valley Federal,Drexel's,Drexel,it's,it's,Drexel,it's,it's,it's,Drexel,Drexel,it,New guidelines,They,they,them,They,it,them,it's converter.,converting to video,the converter,the conversion method,converter,Converters,it's converter,it,its,NA,NA
307L9TDWJYSQI2ZWIZ23WAXE1HJ3NH,3ML4SXAKAKLUMN7YQA4LH8SWN9P9BB,Read newspaper articles and fill in the blanks.,"Your task is to fill the gaps in short newspaper texts, to complete the text.","text,blank,language,english,newspaper",$3.60,Wed Jun 09 06:25:57 PDT 2021,22,BatchId:4470846;OriginalHitTemplateId:928390912;,2700,345600,Wed Jun 16 06:25:57 PDT 2021,NA,NA,3M0NZ3JDP1YQZQYDP87SVEXZWKR5ZI,list5-10,Submitted,Wed Jun 09 07:10:15 PDT 2021,Wed Jun 09 07:46:59 PDT 2021,Sun Jun 13 07:46:59 PDT 2021,NA,NA,NA,2204,0% (0/0),0% (0/0),0% (0/0),60,Canada,its,Canada,Canada,it,our,Our country,their country,Israel,the country,Its,its,Israel,the country,its,TRUE,FALSE,FALSE,Carla Hills,Ms. Hills,she,She,Ms. Hills,she,Carla Hills,Ms. Hills,She,Alan Cranston,his,he,him,Mr. Cranston,Alan Cranston,his,Alcee Hastings,him,his,His,Mr. Hastings,him,him,He,the federal judge,William McDonough,his,He,he,him,his,Mr. McDonough,his,He,The architect,FALSE,FALSE,FALSE,TRUE,Valley Federal,of its,Valley Federal,it,The company,it,Valley Federal,Drexel's,Drexel,its,the company's,Drexel,the firm's,its,its,the company,the company,the new guidelines,They,They,the new guidelines,the guidelines,The guidelines,they,the new guidelines,a converter,the converter,it,this converter,converter,Converters,it,it,its,NA,NA
